%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1724183039636622906,8888,1724183039636622906,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009938378601737764,0.9999995061430319,0.0,0.0,0.0,0.0,0.0,-0.0014807584092032201
1724183039656632900,8889,1724183039656632900,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010086528365647433,0.9999994913095983,0.0,0.0,0.0,0.0,0.0,-0.0014807584092032201
1724183039670294762,8890,1724183039670294762,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008240444495733111,0.999999660475315,0.0,0.0,0.0,0.0,0.0,0.003374584995781609
1724183039696940899,8891,1724183039696940899,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0007790846365617939,0.9999996965135185,0.0,0.0,0.0,0.0,0.0,0.003374584995781609
1724183039729111195,8892,1724183039729111195,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008818119982207311,0.9999996112037243,0.0,0.0,0.0,0.0,0.0,-0.0007391735111735032
1724183039756624222,8893,1724183039756624222,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008919804446773836,0.999999602185364,0.0,0.0,0.0,0.0,0.0,-0.0007391735111735032
1724183039789529324,8894,1724183039789529324,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010440872328312063,0.9999994549407766,0.0,0.0,0.0,0.0,0.0,-0.0011048013337979343
1724183039816604614,8895,1724183039816604614,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010590436331897727,0.9999994392131343,0.0,0.0,0.0,0.0,0.0,-0.0011048013337979343
1724183039836692810,8896,1724183039836692810,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010701403596585601,0.9999994273996414,0.0,0.0,0.0,0.0,0.0,-0.0011048013337979343
1724183039849885225,8897,1724183039849885225,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009325149553809606,0.9999995652078345,0.0,0.0,0.0,0.0,0.0,0.0025686407375291047
1724183039876618624,8898,1724183039876618624,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008981807216268471,0.9999995966356143,0.0,0.0,0.0,0.0,0.0,0.0025686407375291047
1724183039896866083,8899,1724183039896866083,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008721765072771379,0.9999996196539978,0.0,0.0,0.0,0.0,0.0,0.0025686407375291047
1724183039908552408,8900,1724183039908552408,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0007507183723751213,0.999999718210923,0.0,0.0,0.0,0.0,0.0,0.003246346929863449
1724183039936615705,8901,1724183039936615705,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0007051667849780158,0.9999997513698717,0.0,0.0,0.0,0.0,0.0,0.003246346929863449
1724183039956622839,8902,1724183039956622839,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0006726917445057744,0.9999997737428828,0.0,0.0,0.0,0.0,0.0,0.003246346929863449
1724183039969942570,8903,1724183039969942570,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008733958349776036,0.999999618589785,0.0,0.0,0.0,0.0,0.0,-0.0035300278377401358
1724183039996785879,8904,1724183039996785879,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009207746306327773,0.9999995760869499,0.0,0.0,0.0,0.0,0.0,-0.0035300278377401358
1724183040028767824,8905,1724183040028767824,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008971508774033176,0.9999995975600706,0.0,0.0,0.0,0.0,0.0,0.00013786397182824774
