Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1724184535.6830754,8307,1724184535,659474850,odom,base_footprint,0.1030863771346697,0.0004319259025762,0.0,0.0,0.0,-0.5863353674472429,0.8100684149382116,"(10.09324469918145, -0.0001498987120659496, 0.0, 0.0, 0.0, 0.01746488202425919, -0.0001498987120659379, 10.1422024183693, 0.0, 0.0, 0.0, 0.4902730371421103, 0.0, 0.0, 0.0024141591901501763, 2.377485727719803e-13, 8.963219363150814e-12, 0.0, 0.0, 0.0, 2.3774857277198024e-13, 0.0012075798367558127, 3.182368141935732e-25, 0.0, 0.0, 0.0, 8.963219363150813e-12, 1.0921793276440368e-24, 0.0012075798367558127, 0.0, 0.01746488202425907, 0.49027303714210857, 0.0, 0.0, 0.0, 12.108575555392608)",-0.0002329595791643,0.0,0.0,0.0,0.0,0.6595048362863583,"(0.0011303162857212435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011303162857212435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016097726265943716, 4.494117486745272e-28, 3.1881987057266944e-26, 0.0, 0.0, 0.0, 4.494117486745275e-28, 0.00040318804440652676, -1.0902966968562446e-34, 0.0, 0.0, 0.0, 3.188198705726695e-26, -1.090224118778359e-34, 0.00040318804440652676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008842249572718197)"
1724184535.7000744,8308,1724184535,679097891,odom,base_footprint,0.1030850251504605,0.000430669165497,0.0,0.0,0.0,-0.5804958008521022,0.8142632407232175,"(10.094225758503772, -0.0001520963457421325, 0.0, 0.0, 0.0, 0.01741123279772265, -0.00015209634574212075, 10.143182202322542, 0.0, 0.0, 0.0, 0.4902553793372533, 0.0, 0.0, 9.991517390827406e-07, 4.7439516424707304e-20, 3.350671478197207e-18, 0.0, 0.0, 0.0, 4.7439516424707304e-20, 9.98305634178753e-07, -1.9015590661811076e-28, 0.0, 0.0, 0.0, 3.3506714781972087e-18, -1.8522964551998828e-28, 9.98305634178753e-07, 0.0, 0.01741123279772253, 0.4902553793372516, 0.0, 0.0, 0.0, 12.109752926704196)",-1.3816713210499276e-05,0.0,0.0,0.0,0.0,0.6615177792547383,"(9.430122665397382e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.430122665397382e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.98728417562955e-07, 2.932941309958682e-29, 2.066413229400062e-27, 0.0, 0.0, 0.0, 2.9329413099586823e-29, 9.949425931747713e-07, -4.659815058148055e-37, 0.0, 0.0, 0.0, 2.0664132294000627e-27, -4.538488456781549e-37, 9.949425931747713e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.973478322095755e-05)"
1724184535.7177486,8309,1724184535,699504375,odom,base_footprint,0.1030849099908016,0.0004310030613854,0.0,0.0,0.0,-0.5749866471831997,0.818162792823667,"(10.095246273202454, -0.00015226204460354036, 0.0, 0.0, 0.0, 0.017407189401011082, -0.00015226204460352857, 10.14420261573183, 0.0, 0.0, 0.0, 0.49025398478223736, 0.0, 0.0, 0.0012253886439107268, 4.759911280330114e-15, 3.5260203359611246e-13, 0.0, 0.0, 0.0, 4.759911280330113e-15, 0.0006131934399936969, -5.098184453539405e-25, 0.0, 0.0, 0.0, 3.526020335961125e-13, 8.048989420481037e-25, 0.0006131934399936969, 0.0, 0.01740718940101096, 0.4902539847822357, 0.0, 0.0, 0.0, 12.110977349175474)",-2.0799452676189063e-05,0.0,0.0,0.0,0.0,0.6615177792547383,"(0.0006135104393958755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006135104393958755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000817258527591594, 2.934499307592259e-29, 2.0675108874803495e-27, 0.0, 0.0, 0.0, 2.93449930759226e-29, 0.00020505978863199313, -4.659815058148055e-37, 0.0, 0.0, 0.0, 2.0675108874803502e-27, -4.538488456781549e-37, 0.00020505978863199313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004878644752985943)"
1724184535.7507885,8310,1724184535,738213062,odom,base_footprint,0.1030796393323351,0.0005203322710446,0.0,0.0,0.0,-0.5633702327154623,0.8262045635858748,"(10.097182499874316, -0.00015275788608248473, 0.0, 0.0, 0.0, 0.01739509501412457, -0.000152757886082473, 10.146138524354901, 0.0, 0.0, 0.0, 0.49024962702776925, 0.0, 0.0, 9.995697114288865e-07, 5.5047952373648125e-21, 1.9624363247373276e-19, 0.0, 0.0, 0.0, 5.504795237364812e-21, 9.991399782842935e-07, -3.953109699688251e-30, 0.0, 0.0, 0.0, 1.962436324737327e-19, -1.442806893056977e-30, 9.991399782842935e-07, 0.0, 0.017395095014124447, 0.4902496270277676, 0.0, 0.0, 0.0, 12.113299866684251)",-0.0035546274878122,0.0,0.0,0.0,0.0,0.6313770129265425,"(9.423737776701374e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.423737776701374e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.993547754004866e-07, 3.4160577998094155e-30, 1.2119088930544212e-28, 0.0, 0.0, 0.0, 3.416057799809414e-30, 9.974265647858232e-07, -9.686162863246162e-39, 0.0, 0.0, 0.0, 1.2119088930544207e-28, -3.552458749032289e-39, 9.974265647858232e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.857362774079013e-05)"
1724184535.771559,8311,1724184535,759489536,odom,base_footprint,0.1030518086890574,0.0005912689261669,0.0,0.0,0.0,-0.5578081665502538,0.8299699086893719,"(10.09824413350699, -0.00018799475725194735, 0.0, 0.0, 0.0, 0.01653581803908119, -0.00018799475725193572, 10.147175286390372, 0.0, 0.0, 0.0, 0.48991250610026105, 0.0, 0.0, 0.0012775884621062696, 1.022760597707492e-12, 7.61352123247031e-11, 0.0, 0.0, 0.0, 1.022760597707492e-12, 0.0006392939917772829, 1.3608237153210258e-24, 0.0, 0.0, 0.0, 7.613521232470309e-11, -1.0305417958102902e-24, 0.0006392939917772829, 0.0, 0.01653581803908107, 0.4899125061002594, 0.0, 0.0, 0.0, 12.114576495423826)",-0.0036082836561461,0.0,0.0,0.0,0.0,0.6313770129265425,"(0.0006358779633040176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006358779633040176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008520587666479532, 3.41979398463125e-30, 1.2132343737668178e-28, 0.0, 0.0, 0.0, 3.419793984631248e-30, 0.0002137621665550202, -9.686162863246162e-39, 0.0, 0.0, 0.0, 1.2132343737668174e-28, -3.552458749032289e-39, 0.0002137621665550202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005141031077212589)"
1724184535.8110929,8312,1724184535,797412395,odom,base_footprint,0.1030082226695061,0.0006313673862857,0.0,0.0,0.0,-0.5463767515000864,0.8375395187214827,"(10.100137028887577, -0.0002516668162750521, 0.0, 0.0, 0.0, 0.014980746841303698, -0.0002516668162750406, 10.149020910417587, 0.0, 0.0, 0.0, 0.4892776110808897, 0.0, 0.0, 9.99560800972896e-07, 7.241968369441229e-19, 2.6706470773629324e-17, 0.0, 0.0, 0.0, 7.241968369441229e-19, 9.99122180584694e-07, -4.403690090479425e-26, 0.0, 0.0, 0.0, 2.6706470773629327e-17, -4.403552055179839e-26, 9.991221805846942e-07, 0.0, 0.014980746841303577, 0.489277611080888, 0.0, 0.0, 0.0, 12.116851861751346)",-0.0002131714557753,0.0,0.0,0.0,0.0,0.6542737208219246,"(9.424470615563271e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.424470615563271e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99341418428266e-07, 4.494059935233981e-28, 1.6495690319359618e-26, 0.0, 0.0, 0.0, 4.494059935233982e-28, 9.973734489956976e-07, -1.0821559728600484e-34, 0.0, 0.0, 0.0, 1.6495690319359623e-26, -1.082121702450905e-34, 9.973734489956976e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.836467703334834e-05)"
1724184535.830231,8313,1724184535,819503069,odom,base_footprint,0.1030062897364012,0.0006357577316601,0.0,0.0,0.0,-0.5403099123418995,0.8414661006987084,"(10.101241663014651, -0.00025384376792659613, 0.0, 0.0, 0.0, 0.014927549676778671, -0.00025384376792658453, 10.1501237844159, 0.0, 0.0, 0.0, 0.4892541900167987, 0.0, 0.0, 0.001326440455336453, 6.927318632907326e-14, 4.792831827422543e-12, 0.0, 0.0, 0.0, 6.927318632907326e-14, 0.0006637200210141389, 1.4977583283637118e-24, 0.0, 0.0, 0.0, 4.792831827422543e-12, 4.129587011368813e-24, 0.0006637200210141389, 0.0, 0.01492754967677855, 0.48925419001679704, 0.0, 0.0, 0.0, 12.118177345492619)",-0.0002211309254746,0.0,0.0,0.0,0.0,0.6542737208219246,"(0.0006569012017748654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006569012017748654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008846267664278354, 4.499059763125294e-28, 1.651404248123411e-26, 0.0, 0.0, 0.0, 4.499059763125295e-28, 0.00022190410791554844, -1.0821559728600484e-34, 0.0, 0.0, 0.0, 1.6514042481234116e-26, -1.082121702450905e-34, 0.00022190410791554844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005301781459664538)"
1724184535.8713925,8314,1724184535,857555389,odom,base_footprint,0.1030035031687068,0.0006379947118142,0.0,0.0,0.0,-0.5282473923925802,0.8490905089744198,"(10.103144859855965, -0.0002577563055775237, 0.0, 0.0, 0.0, 0.014831968479340797, -0.0002577563055775121, 10.1520236811386, 0.0, 0.0, 0.0, 0.48921041135284976, 0.0, 0.0, 9.995622942331007e-07, 4.684218198195733e-20, 1.659748000468907e-18, 0.0, 0.0, 0.0, 4.6842181981957306e-20, 9.991251632119384e-07, -1.7797460213746726e-28, 0.0, 0.0, 0.0, 1.6597480004689065e-18, -1.768592105371138e-28, 9.991251632119384e-07, 0.0, 0.014831968479340674, 0.4892104113528481, 0.0, 0.0, 0.0, 12.120460479230248)",-1.3320118657735889e-05,0.0,0.0,0.0,0.0,0.6573378120245686,"(9.432803935503267e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.432803935503267e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.993436568492478e-07, 2.9072018231689585e-29, 1.0254782494014413e-27, 0.0, 0.0, 0.0, 2.907201823168959e-29, 9.97382350258573e-07, -4.374856248189932e-37, 0.0, 0.0, 0.0, 1.0254782494014413e-27, -4.3479446588852294e-37, 9.97382350258573e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.839962620616692e-05)"
1724184535.889483,8315,1724184535,879545927,odom,base_footprint,0.1030033498789814,0.0006383058842828,0.0,0.0,0.0,-0.5220967568983158,0.8528862623094952,"(10.104244609627017, -0.0002579108073991054, 0.0, 0.0, 0.0, 0.014828196925733233, -0.0002579108073990937, 10.153123290157504, 0.0, 0.0, 0.0, 0.4892085534107921, 0.0, 0.0, 0.001320432304225141, 5.009914578051683e-15, 3.465786434435e-13, 0.0, 0.0, 0.0, 5.0099145780516825e-15, 0.0006607159455563465, -7.644459307180212e-25, 0.0, 0.0, 0.0, 3.465786434435e-13, 1.5795571569381325e-24, 0.0006607159455563465, 0.0, 0.01482819692573311, 0.48920855341079045, 0.0, 0.0, 0.0, 12.121779954449336)",-1.8228036593817988e-05,0.0,0.0,0.0,0.0,0.6573378120245686,"(0.0006544003790510403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006544003790510403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008806213321338516, 2.9104326605896536e-29, 1.0266178873670136e-27, 0.0, 0.0, 0.0, 2.910432660589654e-29, 0.00022090275878458476, -4.374856248189932e-37, 0.0, 0.0, 0.0, 1.0266178873670136e-27, -4.3479446588852294e-37, 0.00022090275878458476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005282103790748193)"
1724184535.930746,8316,1724184535,917899609,odom,base_footprint,0.1030030790718859,0.0006384331103334,0.0,0.0,0.0,-0.510165292062256,0.8600763772915944,"(10.106163102230955, -0.00025829268939645645, 0.0, 0.0, 0.0, 0.014818878758139293, -0.0002582926893964447, 10.155041421214175, 0.0, 0.0, 0.0, 0.48920379176520207, 0.0, 0.0, 9.995657312331607e-07, 4.4922071762663615e-21, 1.6257338511046849e-19, 0.0, 0.0, 0.0, 4.4922071762663615e-21, 9.991320282151769e-07, -2.4365436144281178e-30, 0.0, 0.0, 0.0, 1.625733851104685e-19, -1.0455238078768252e-30, 9.991320282151769e-07, 0.0, 0.014818878758139172, 0.4892037917652004, 0.0, 0.0, 0.0, 12.124081169909854)",-1.5146465456820568e-06,0.0,0.0,0.0,0.0,0.6548157438305393,"(9.434578788868187e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.434578788868187e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.993488089801473e-07, 2.78813284325213e-30, 1.0044772255463267e-28, 0.0, 0.0, 0.0, 2.78813284325213e-30, 9.97402838136982e-07, -5.962964168588432e-39, 0.0, 0.0, 0.0, 1.0044772255463268e-28, -2.6101416299217807e-39, 9.97402838136982e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.848017100795676e-05)"
